,知识点
20580,['角平分线的性质——简单应用']
20581,['整式的恒等变形——配方思想']
20582,['整式的恒等变形——配方思想']
20583,['代数式整体思想求值']
20584,['角平分线的性质——简单应用']
20585,['平方差公式的特点']
20586,['整式的恒等变形——配方思想']
20587,['代数式整体思想求值']
20588,['多项式×多项式']
20589,['整式的恒等变形——配方思想']
20590,['整式混合运算的化简求值']
20591,['同底数幂乘法']
20592,['整式的恒等变形——配方思想']
20593,['整式加减的化简求值']
20594,['整式的恒等变形——通过配方求最值']
20595,['完全平方公式的计算——平方差完全平方混用']
20596,['多项式×多项式']
20597,['整式的恒等变形——通过配方求最值']
20598,['同底数幂乘法']
20599,['代数式整体思想求值']
20600,['同底数幂乘法']
20601,['整式的恒等变形——配方思想']
20602,['整式加减的化简求值']
20603,['整式的恒等变形——配方思想']
20604,['整式加减的化简求值']
20605,['逆用幂的乘方与积的乘方']
20606,['整式的恒等变形——配方思想']
20607,['整式加减的化简求值']
20608,['幂的乘方']
20609,['多项式×多项式']
20610,['多项式×多项式']
20611,['整式的恒等变形——配方思想']
20612,['代数式整体思想求值']
20613,['逆用幂的乘方与积的乘方']
20614,['代数式整体思想求值']
20615,['整式的恒等变形——配方思想']
20616,['代数式整体思想求值']
20617,['完全平方公式的计算——平方差完全平方混用']
20618,['整式的恒等变形——配方思想']
20619,['逆用幂的乘方与积的乘方']
20620,['整式的恒等变形——配方思想']
20621,['整式的恒等变形——配方思想']
20622,['代数式整体思想求值']
20623,['完全平方公式的计算——平方差完全平方混用']
20624,['代数式整体思想求值']
20625,['整式加减的化简求值']
20626,['逆用幂的乘方与积的乘方']
20627,['代数式整体思想求值']
20628,['同底数幂乘法']
20629,['整式的恒等变形——配方思想']
20630,['完全平方公式的计算——整式的']
20631,['新定义型题目——定义新运算']
20632,['多项式×多项式']
20633,['逆用幂的乘方与积的乘方']
20634,['整式加减的化简求值']
20635,['逆用幂的乘方与积的乘方']
20636,['完全平方公式的计算——平方差完全平方混用']
20637,['完全平方公式的计算——平方差完全平方混用']
20638,['整式的恒等变形——配方思想']
20639,['多项式×多项式']
20640,['整式加减的化简求值']
20641,['完全平方公式的计算——平方差完全平方混用']
20642,['完全平方公式的计算——平方差完全平方混用']
20643,['平方差公式的特点']
20644,['同底数幂乘法']
20645,['同底数幂乘法']
20646,['代数式整体思想求值']
20647,['整式的恒等变形——配方思想']
20648,['代数式整体思想求值']
20649,['多项式×多项式']
20650,['整式的恒等变形——配方思想']
20651,['同底数幂乘法']
20652,['完全平方公式的计算——平方差完全平方混用']
20653,['完全平方公式的计算——平方差完全平方混用']
20654,['同底数幂乘法']
20655,['整式加减的化简求值']
20656,['整式的恒等变形——配方思想']
20657,['勾股定理逆定理']
20658,['勾股定理与简单实际问题']
20659,['勾股定理与简单实际问题']
20660,['近似数与有效数字']
20661,['近似数']
20662,['科学记数法——表示较大的数']
20663,['偶次方的非负性']
20664,['乘方的计算']
20665,['乘方的计算']
20666,['有理数的混合运算']
20667,['求一个数的相反数']
20668,['判断哪些调查适用抽样调查或全面调查']
20669,['科学记数法——表示较大的数']
20670,['根据同类项求参数']
20671,['常见几何体的展开图']
20672,['整式的混合运算']
20673,['根据解求一元一次方程中的参数值']
20674,['时针与分针（钟面角）问题']
20675,['区分真假命题']
20676,['一元一次方程的应用——基本应用题']
20677,['数轴找原点问题']
20678,['图形面积——分割、补形']
20679,['求一个数的平方根']
20680,['求一个数的算术平方根']
20681,['算术平方根非负性相关计算']
20682,['有理数的混合运算']
20683,['有理数的混合运算']
20684,['偶次方的非负性']
20685,['利用平方根的性质解题']
20686,['实数简单混合运算']
20687,['无理数的整数部分与小数部分']
20688,['乘方的计算']
20689,['与乘方相关的实际问题']
20690,['新定义型题目——定义新运算']
20691,['与乘方相关的实际问题']
20692,['底数、指数与幂的概念']
20693,['乘方的计算']
20694,['有理数的乘除法混合运算']
20695,['有理数的乘除法混合运算']
20696,['有理数的运算技巧——凑整求和']
20697,['乘方的计算']
20698,['有理数的混合运算']
20699,['科学记数法——表示较大的数']
20700,['偶次方的非负性']
20701,['有理数的混合运算']
20702,['科学记数法——表示较大的数']
20703,['有理数的识别分类综合']
20704,['利用题设条件化简绝对值']
20705,['有理数的运算技巧——凑整求和']
20706,['有理数的混合运算']
20707,['有理数的运算技巧——凑整求和']
20708,['有理数的乘法——多个数相乘']
20709,['有理数的混合运算']
20710,['无理数的整数部分与小数部分']
20711,['算术平方根非负性相关计算']
20712,['实数简单混合运算']
20713,['有理数的混合运算']
20714,['有理数的运算技巧——裂项相消法']
20715,['有理数的混合运算']
20716,['有理数的混合运算']
20717,['底数、指数与幂的概念']
20718,['底数、指数与幂的概念']
20719,['底数、指数与幂的概念']
20720,['算术平方根非负性相关计算']
20721,['求一个数的算术平方根']
20722,['求一个数的平方根']
20723,['实数简单混合运算']
20724,['实数的分类']
20725,['无理数的整数部分与小数部分']
20726,['新定义型题目——定义新运算']
20727,['利用平方根的性质解题']
20728,['求一个数的倒数']
20729,['根据立体图形识别三视图']
20730,['数轴上点的距离']
20731,['科学记数法——表示较大的数']
20732,['截一个几何体']
20733,['平行四边形的周长与面积问题']
20734,['有理数的识别']
20735,['正方体的展开图']
20736,['幂的乘方']
20737,['实数的性质综合']
20738,['分式方程的应用——行程问题']
20739,['借助数轴化简绝对值']
20740,['直角三角形HL全等判定法则']
20741,['一般三角形全等的判定法则']
20742,['实数的分类']
20743,['二次项系数为+1的十字相乘法']
20744,['一元一次不等式（组）的实际应用']
20745,['一般三角形全等的判定法则']
20746,['一般三角形全等的判定法则']
20747,['全等三角形与角']
20748,['综合应用提公因式法和十字相乘法']
20749,['不等式（组）与方程、方程组综合']
20750,['解一元一次不等式组']
20751,['飞镖模型倒角']
20752,['点的平移——左右平移']
20753,['内外角分线有关的三个模型']
20754,['三角形内角和定理综合']
20755,['“8”字模型倒角']
20756,['飞镖模型倒角']
20757,['飞镖模型倒角']
20758,['全等三角形与线段']
20759,['多边形的边和角综合题']
20760,['全等三角形与角']
20761,['全等三角形与线段']
20762,['对称型全等——共边型']
20763,['“8”字模型倒角']
20764,['实数的分类']
20765,['不等式（组）与方程、方程组综合']
20766,['“8”字模型倒角']
20767,['对称型全等——共边型']
20768,['多边形的边和角综合题']
20769,['飞镖模型倒角']
20770,['内外角分线有关的三个模型']
20771,['三角形内角和定理综合']
20772,['简单旋转型全等']
20773,['解一元一次不等式组']
20774,['简单旋转型全等']
20775,"['求一个数的相反数', '求一个数的倒数']"
20776,['科学记数法——表示较大的数']
20777,"['有理数的混合运算', '带有系数的整式的加减']"
20778,['截一个几何体']
20779,['带有图案等细节的立方体展开图问题']
20780,['有理数的减法——两个数的减法']
20781,['有理数的混合运算']
20782,['去括号']
20783,['实数与绝对值的混合运算']
20784,['实数的性质综合']
20785,['有理数的加减混合运算']
20786,['角的简单拼合与平分']
20787,['借助数轴化简绝对值']
20788,['代数式的识别']
20789,['去括号']
20790,"['单项式的系数与次数识别', '同类项的识别']"
20791,['方向角问题']
20792,['时针与分针（钟面角）问题']
20793,['负整数指数幂的计算']
20794,['新定义型题目——定义新运算']
20795,['数轴上的简单平移']
20796,['有理数的混合运算']
20797,['有理数的混合运算']
20798,['有理数的混合运算']
20799,['有理数的运算技巧——裂项相消法']
20800,['有理数的运算技巧——连锁约分']
20801,['有理数的运算技巧——分组搭配']
20802,['有理数的运算技巧——裂项相消法']
20803,['有理数的运算技巧——连锁约分']
20804,['直接换元法']
20805,['会根据三视图判断立体图形形状']
20806,['数轴上的简单平移']
20807,['利用数轴比较大小']
20808,['有理数的运算技巧——裂项相消法']
20809,['有理数的运算技巧——连锁约分']
20810,['直接换元法']
20811,['有理数的混合运算']
20812,['有理数的运算技巧——裂项相消法']
20813,['数轴上的简单平移']
20814,['有理数的混合运算']
20815,['有理数的混合运算']
20816,['有理数的混合运算']
20817,['有理数的运算技巧——裂项相消法']
20818,['有理数的运算技巧——连锁约分']
20819,['有理数的运算技巧——分组搭配']
20820,['有理数的运算技巧——裂项相消法']
20821,['有理数的运算技巧——连锁约分']
20822,['直接换元法']
20823,['根据三视图计算立方体的个数']
20824,['数轴上的简单平移']
20825,['利用数轴比较大小']
20826,['求一个数的倒数']
20827,['展开图还原成常见几何体']
20828,"['利用倒数性质的综合题', '正负数的识别', '0的特殊含义']"
20829,['乘方的计算']
20830,['截一个几何体']
20831,['合并同类项']
20832,['根据三视图计算立方体的个数']
20833,['根据一元二次方程定义求参数值']
20834,['带有系数的整式的加减']
20835,['利用数轴比较大小']
20836,['会根据三视图判断立体图形形状']
20837,['科学记数法——表示较大的数']
20838,"['有理数大小比较', '乘方的计算']"
20839,['有理数大小比较']
20840,['单项式的识别']
20841,['实数与绝对值的混合运算']
20842,['绝对值与数轴综合']
20843,"['有理数的分类', '单项式的系数与次数识别']"
20844,['代数式整体思想求值']
20845,['长方形正方形面积']
20846,['数轴上的简单平移']
20847,['展开图还原成常见几何体']
20848,['正负数的意义与表示']
20849,['正负数的意义与表示']
20850,['有理数的识别']
20851,['正负数的意义与表示']
20852,['正负数的意义与表示']
20853,['正负数的意义与表示']
20854,['正负数的意义与表示']
20855,['正负数的意义与表示']
20856,['有理数的分类']
20857,['有理数大小比较']
20858,['求一个数的绝对值']
20859,['数轴上的简单平移']
20860,['利用相反数性质的综合题']
20861,['正负数的意义与表示']
20862,['正负数的意义与表示']
20863,['有理数的分类']
20864,['多重符号的化简']
20865,['多重符号的化简']
20866,['求一个数的绝对值']
20867,['求一个数的绝对值']
20868,['有理数大小比较']
20869,['利用数轴比较大小']
20870,['数轴上的简单平移']
20871,['有理数的分类']
20872,['利用数轴比较大小']
20873,['有理数的分类']
20874,['有理数的识别']
20875,['求一个数的倒数']
20876,['绝对值与数轴综合']
20877,['有理数大小比较']
20878,['绝对值的非负性']
20879,['正负数的意义与表示']
20880,['正负数的意义与表示']
20881,['正负数的意义与表示']
20882,['有理数大小比较']
20883,['有理数大小比较']
20884,['有理数的识别']
20885,['有理数的识别']
20886,['有理数的识别']
20887,['有理数的分类']
20888,['有理数的分类']
20889,['有理数的分类']
20890,['利用数轴比较大小']
20891,['利用数轴比较大小']
20892,['利用数轴比较大小']
20893,['利用数轴比较大小']
20894,['利用数轴比较大小']
20895,['数轴上的简单平移']
20896,['数轴上的简单平移']
20897,['数轴上的简单平移']
20898,['求一个数的相反数']
20899,['求一个数的相反数']
20900,['求一个数的相反数']
20901,['利用相反数性质的综合题']
20902,['利用相反数性质的综合题']
20903,['利用相反数性质的综合题']
20904,['多重符号的化简']
20905,['多重符号的化简']
20906,['多重符号的化简']
20907,['求一个数的倒数']
20908,['求一个数的倒数']
20909,['求一个数的倒数']
20910,['求一个数的绝对值']
20911,['求一个数的绝对值']
20912,['求一个数的绝对值']
20913,['利用题设条件化简绝对值']
20914,['利用题设条件化简绝对值']
20915,['绝对值的非负性']
20916,['绝对值的非负性']
20917,['绝对值的非负性']
20918,['与几何综合相关的规律']
20919,['与几何综合相关的规律']
20920,['与几何综合相关的规律']
20921,['构造平行线解决平行线间折线问题']
20922,['构造平行线解决平行线间折线问题']
20923,['构造平行线解决平行线间折线问题']
20924,['与几何综合相关的规律']
20925,['与几何综合相关的规律']
20926,['二元一次方程组的实际应用——与几何问题相关']
20927,['新定义型题目——定义新运算']
20928,['新定义型题目——定义新运算']
20929,['新定义型题目——定义新运算']
20930,['不等式（组）与方程、方程组综合']
20931,['有理数的乘除法混合运算']
20932,['有理数的乘除法混合运算']
20933,['有理数的加法——同号两数相加']
20934,['正负数的意义与表示']
20935,['有理数的分类']
20936,['利用数轴比较大小']
20937,['求一个数的绝对值']
20938,['0的特殊含义']
20939,['有理数的加减混合运算']
20940,['有理数的乘除法混合运算']
20941,['有理数的乘法——多个数相乘']
20942,['有理数的乘除法混合运算']
20943,['有理数的加减混合运算']
20944,['有理数的减法——两个数的减法']
20945,['有理数的加减混合运算']
20946,['有理数的加减混合运算']
20947,['有理数的乘法——两个数相乘']
20948,['有理数的乘法——多个数相乘']
20949,['有理数的乘法——多个数相乘']
20950,['有理数的乘法——多个数相乘']
20951,['有理数的乘除法混合运算']
20952,['有理数的乘法——多个数相乘']
20953,['求一个数的相反数']
20954,['有理数的分类']
20955,['有理数的分类']
20956,['有理数的加减混合运算']
20957,['有理数的加法——同号两数相加']
20958,['有理数的乘法——两个数相乘']
20959,['有理数的乘除法混合运算']
20960,['有理数的加法——同号两数相加']
20961,['有理数的加法——同号两数相加']
20962,['有理数的加法——同号两数相加']
20963,['有理数的减法——两个数的减法']
20964,['有理数的减法——两个数的减法']
20965,['有理数的减法——两个数的减法']
20966,['有理数的加减混合运算']
20967,['有理数的加减混合运算']
20968,['有理数的加减混合运算']
20969,['有理数的乘法——两个数相乘']
20970,['有理数的乘法——两个数相乘']
20971,['有理数的乘法——两个数相乘']
20972,['有理数的乘法——多个数相乘']
20973,['有理数的乘法——多个数相乘']
20974,['有理数的除法']
20975,['有理数的除法']
20976,['有理数的除法']
20977,['有理数的除法']
20978,['有理数的乘除法混合运算']
20979,['有理数的乘除法混合运算']
20980,['有理数的乘除法混合运算']
20981,['有理数的分类']
20982,['求一个数的倒数']
20983,['数轴上点的距离']
20984,['有理数的运算技巧——乘法分配律']
20985,['有理数的分类']
20986,['数轴上点的距离']
20987,['有理数的乘法——多个数相乘']
20988,['有理数的加减混合运算']
20989,['有理数的加减混合运算']
20990,['有理数的乘除法混合运算']
20991,['有理数的混合运算']
20992,['求一个数的倒数']
20993,['有理数的混合运算']
20994,['偶次方的非负性']
20995,['偶次方的非负性']
20996,['正负数的识别']
20997,['科学记数法——表示较大的数']
20998,['有理数的识别']
20999,['正负数的识别']
21000,['求一个数的绝对值']
21001,['有理数的分类']
21002,['科学记数法——表示较大的数']
21003,['有理数的加法——多个数相加']
21004,['绝对值的代数意义']
21005,['有理数的识别分类综合']
21006,['有理数的混合运算']
21007,['利用相反数性质的综合题']
21008,['有理数的识别分类综合']
21009,['有效数字']
21010,['利用相反数性质的综合题']
21011,['有理数的运算技巧——分组搭配']
21012,['有理数的识别分类综合']
21013,['正负数与实际问题']
21014,['0的特殊含义']
21015,['正负数的识别']
21016,['科学记数法——表示较大的数']
21017,['有理数的识别']
21018,['正负数的识别']
21019,['求一个数的绝对值']
21020,['有理数的分类']
21021,['科学记数法——表示较大的数']
21022,['有理数的加法——多个数相加']
21023,['绝对值的代数意义']
21024,['有理数的识别分类综合']
21025,['有理数的混合运算']
21026,['正负数与实际问题']
21027,['利用相反数性质的综合题']
21028,['有理数的识别分类综合']
21029,['0的特殊含义']
21030,['绝对值的代数意义']
21031,['数轴找规律问题']
21032,['数轴上点的运动问题']
21033,['通过绝对值的几何意义求最值']
21034,['整式的概念与识别']
21035,['根据同类项求参数']
21036,['整式加减的化简求值']
21037,['整式的概念与识别']
21038,['根据同类项求参数']
21039,['通过整式取值与系数的关系求参数']
21040,['算术平方根非负性相关计算']
21041,['数轴上点的距离']
21042,['图形的规律']
21043,['新定义型题目——高中知识下放']
21044,['有理数的运算技巧——倒序相加/错位相减']
21045,['图形的规律']
21046,['有理数的运算技巧——倒序相加/错位相减']
21047,['图形的规律']
21048,['利用平方根的性质解题']
21049,['新定义型题目——高中知识下放']
21050,['有理数的运算技巧——倒序相加/错位相减']
21051,['算术平方根非负性相关计算']
21052,['求一个数的立方根']
21053,['无理数的整数部分与小数部分']
21054,['图形的规律']
21055,['有理数的运算技巧——倒序相加/错位相减']
21056,['求一个数的立方根']
21057,['求一个数的立方根']
21058,['求一个数的立方根']
21059,['求一个数的算术平方根']
21060,['算术平方根非负性相关计算']
21061,['实数简单混合运算']
21062,['算术平方根非负性相关计算']
21063,['实数的分类']
21064,['图形的规律']
21065,['有理数的运算技巧——倒序相加/错位相减']
21066,['根据同类项求参数']
21067,['通过整式取值与系数的关系求参数']
21068,['整式加减的化简求值']
21069,['整式的概念与识别']
21070,['有理数的识别']
21071,['有理数的加减混合运算']
21072,['求一个数的相反数']
21073,['数轴的认识与定义']
21074,['根据同类项求参数']
21075,['幂的乘方']
21076,['直接整式的加减']
21077,['利用题设条件化简绝对值']
21078,['列代数式']
21079,['利用零点分段法化简绝对值']
21080,['有理数的混合运算']
21081,['有理数的乘法——多个数相乘']
21082,['多项式的项、项数与次数识别']
21083,['列代数式']
21084,['求代数式的值']
21085,['利用题设条件化简绝对值']
21086,['数列的规律']
21087,['求分式的值为整数未知数的值']
21088,['实数与绝对值的混合运算']
21089,['通过多项式的项、项数、次数求参数']
21090,['根据数轴判断不等关系']
21091,['利用不等式性质比较大小']
21092,['算式的规律']
21093,['截一个几何体']
21094,['求一个数的倒数']
21095,['正方体的展开图']
21096,['正方体对面与邻面的数字、文字问题']
21097,['有理数大小比较']
21098,"['正负数与实际问题', '有理数的应用']"
21099,['乘方的计算']
21100,['整式加减的综合运用']
21101,"['直线、射线、线段的基本概念', '线段公理：两点之间线段最短']"
21102,['一元一次方程的应用——几何问题']
21103,['有理数大小比较']
21104,['新定义型题目——定义新运算']
21105,"['有关线段中点的计算', '线段计算的分类讨论问题']"
21106,['程序类问题']
21107,['通过多项式的项、项数、次数求参数']
21108,['代数式整体思想求值']
21109,['利用题设条件化简绝对值']
21110,['借助数轴化简绝对值']
21111,['数表的规律']
21112,['正负数的意义与表示']
21113,['一元一次方程的识别']
21114,['科学记数法——表示较大的数']
21115,['单项式的系数与次数识别']
21116,['根据三视图计算立方体的个数']
21117,['判断哪些调查适用抽样调查或全面调查']
21118,['一元一次方程的应用——销售问题']
21119,"['直线、射线和线段数条数计数', '线段公理：两点之间线段最短']"
21120,['根据折线图读取数据并计算']
21121,['利用等式性质变形']
21122,['求一个数的倒数']
21123,['根据同类项求参数']
21124,['已知方程的解求参数值']
21125,['时针与分针（钟面角）问题']
21126,"['绝对值的非负性', '偶次方的非负性']"
21127,['整式的恒等变形——整体思想']
21128,['通过多项式的项、项数、次数求参数']
21129,['正方体对面与邻面的数字、文字问题']
21130,"['绝对值与数轴综合', '借助数轴化简绝对值']"
21131,['图形的规律']
21132,['有理数的分类']
21133,['0的特殊含义']
21134,['合并同类项']
21135,['有理数与数轴']
21136,['根据同类项求参数']
21137,['乘方的计算']
21138,['截一个几何体']
21139,['会根据三视图判断立体图形形状']
21140,['多项式的项、项数与次数识别']
21141,['利用题设条件化简绝对值']
21142,['求一个数的相反数']
21143,['单项式的系数与次数识别']
21144,['有理数的乘法——多个数相乘']
21145,['根据三视图计算立方体的个数']
21146,['列代数式']
21147,['利用题设条件化简绝对值']
21148,['整式的恒等变形——整体思想']
21149,['列代数式']
21150,['绝对值的代数意义']
21151,['通过多项式的项、项数、次数求参数']
21152,['正方体对面与邻面的数字、文字问题']
21153,['数列的规律']
21154,['简单绝对值方程']
21155,['利用题设条件化简绝对值']
21156,['合并同类项']
21157,['合并同类项']
21158,['合并同类项']
21159,['多项式的识别']
21160,['合并同类项']
21161,['合并同类项']
21162,['合并同类项']
21163,['合并同类项']
21164,['合并同类项']
21165,['利用整式乘法结果求参数']
21166,['去括号']
21167,['去括号']
21168,['合并同类项']
21169,['合并同类项']
21170,['合并同类项']
21171,['合并同类项']
21172,['去括号']
21173,['利用整式乘法结果求参数']
21174,['利用整式乘法结果求参数']
21175,['利用整式乘法结果求参数']
21176,['利用整式乘法结果求参数']
21177,['利用整式乘法结果求参数']
21178,['利用整式乘法结果求参数']
21179,['合并同类项']
21180,['合并同类项']
21181,['合并同类项']
21182,['合并同类项']
21183,['合并同类项']
21184,['合并同类项']
21185,['合并同类项']
21186,['去括号']
21187,['去括号']
21188,['去括号']
21189,['去括号']
21190,['去括号']
21191,['去括号']
21192,['去括号']
21193,['去括号']
21194,['去括号']
21195,['数轴找原点问题']
21196,['借助数轴化简绝对值']
21197,['整数点问题']
21198,['求一个数的算术平方根']
21199,['算术平方根非负性相关计算']
21200,['求一个数的立方根']
21201,['通过绝对值的几何意义求最值']
21202,['数轴找规律问题']
21203,['数轴上点的运动问题']
21204,['数轴上点的运动问题']
21205,['求一个数的平方根']
21206,['利用平方根的性质解题']
21207,['算术平方根非负性相关计算']
21208,['求一个数的算术平方根']
21209,['算术平方根非负性相关计算']
21210,['偶次方的非负性']
21211,['有理数的混合运算']
21212,['求一个数的算术平方根']
21213,['利用平方根的性质解题']
21214,['偶次方的非负性']
21215,['实数简单混合运算']
21216,['算术平方根非负性相关计算']
21217,['算术平方根非负性相关计算']
21218,['求一个数的算术平方根']
21219,['数轴的折叠问题']
21220,['有理数与数轴']
21221,['数轴找规律问题']
21222,['求一个数的平方根']
21223,['数轴上点的运动问题']
21224,['数轴找规律问题']
21225,['通过绝对值的几何意义求最值']
21226,['有理数的加法——多个数相加']
21227,['偶次方的非负性']
21228,['有理数的混合运算']
21229,['有理数的混合运算']
21230,['绝对值的非负性']
21231,['绝对值的代数意义']
21232,['借助数轴化简绝对值']
21233,['立方根和平方根综合']
21234,['整式加减的化简求值']
21235,['等式的基本性质']
21236,['等式的基本性质']
21237,['等式的基本性质']
21238,['去括号']
21239,['利用整式乘法结果求参数']
21240,['等式的基本性质']
21241,['等式的基本性质']
21242,['等式的定义']
21243,['整式加减的化简求值']
21244,['等式的定义']
21245,['等式的基本性质']
21246,['等式的基本性质']
21247,['等式的基本性质']
21248,['整式加减的化简求值']
21249,['等式的定义']
21250,['等式的基本性质']
21251,['等式的基本性质']
21252,['等式的基本性质']
21253,['整式加减的化简求值']
21254,['整式加减的化简求值']
21255,['整式加减的化简求值']
21256,['整式加减的化简求值']
21257,['整式加减的化简求值']
21258,['整式加减的化简求值']
21259,['整式加减的化简求值']
21260,['整式加减的化简求值']
21261,['整式加减的化简求值']
21262,['整式加减的化简求值']
21263,['等式的定义']
21264,['等式的定义']
21265,['等式的定义']
21266,['等式的基本性质']
21267,['等式的基本性质']
21268,['等式的基本性质']
21269,['等式的基本性质']
21270,['等式的基本性质']
21271,['等式的基本性质']
21272,['等式的基本性质']
21273,['等式的基本性质']
21274,['等式的基本性质']
21275,['等式的基本性质']
21276,['等式的基本性质']
21277,['等式的基本性质']
21278,['等式的基本性质']
21279,['等式的基本性质']
21280,['等式的基本性质']
21281,['等式的基本性质']
21282,['等式的基本性质']
21283,['等式的基本性质']
21284,['等式的基本性质']
21285,['绝对值的代数意义']
21286,['有理数的分类']
21287,['数轴上点的距离']
21288,['求一个数的相反数']
21289,['求一个数的绝对值']
21290,['绝对值的非负性']
21291,['有理数的加减混合运算']
21292,['有理数的减法——两个数的减法']
21293,['有理数的加减混合运算']
21294,['多重符号的化简']
21295,['多重符号的化简']
21296,['有理数的乘法——两个数相乘']
21297,['有理数的减法——两个数的减法']
21298,['幂的乘方']
21299,['乘方的计算']
21300,['有理数的运算技巧——乘法分配律']
21301,['有理数的混合运算']
21302,['列代数式']
21303,['约分——分子分母都为单项式']
21304,['同类项的识别']
21305,['多项式的识别']
21306,['有理数的混合运算']
21307,['正方体的展开图']
21308,['单项式的系数与次数识别']
21309,['根据立体图形识别三视图']
21310,['科学记数法——表示较大的数']
21311,['同类项的识别']
21312,['截一个几何体']
21313,['根据数轴判断不等关系']
21314,['绝对值的非负性']
21315,['绝对值的非负性']
21316,"['有理数的除法', '乘方的计算', '求一个数的绝对值']"
21317,"['求一个数的相反数', '利用倒数性质的综合题', '绝对值的非负性']"
21318,['多项式的项、项数与次数识别']
21319,['有理数的乘法——多个数相乘']
21320,['数轴上点的距离']
21321,['有理数的应用']
21322,['代数式整体思想求值']
21323,['绝对值的代数意义']
21324,['根据三视图计算立方体的个数']
21325,"['程序类问题', '数列的规律']"
21326,['新定义型题目——定义新运算']
21327,['绝对值的非负性']
21328,['借助数轴化简绝对值']
21329,['利用题设条件化简绝对值']
21330,['有理数的混合运算']
21331,['借助数轴化简绝对值']
21332,['直接整式的加减']
21333,['有理数的分类']
21334,['利用数轴比较大小']
21335,['多重符号的化简']
21336,['求一个数的绝对值']
21337,['有理数的加减混合运算']
21338,['有理数的运算技巧——乘法分配律']
21339,['有理数的混合运算']
21340,['偶次方的非负性']
21341,['有理数的混合运算']
21342,['有效数字']
21343,['有理数的分类']
21344,['数轴上点的距离']
21345,['多重符号的化简']
21346,['有理数的加减混合运算']
21347,['有理数的运算技巧——乘法分配律']
21348,['有理数的乘除法混合运算']
21349,['有理数的混合运算']
21350,['方程的解']
21351,['方程的解']
21352,['方程的解']
21353,['等式的基本性质']
21354,['整式加减的化简求值']
21355,['方程的解']
21356,['方程的解']
21357,['方程的识别']
21358,['方程的识别']
21359,['方程的解']
21360,['利用一元一次方程定义求参数取值']
21361,['移项、合并、系数化为1的']
21362,['方程的识别']
21363,['方程的识别']
21364,['方程的识别']
21365,['方程的解']
21366,['利用一元一次方程定义求参数取值']
21367,['移项、合并、系数化为1的']
21368,['方程的识别']
21369,['方程的识别']
21370,['方程的识别']
21371,['方程的识别']
21372,['方程的识别']
21373,['方程的识别']
21374,['方程的识别']
21375,['方程的识别']
21376,['方程的识别']
21377,['方程的识别']
21378,['方程的解']
21379,['方程的解']
21380,['方程的解']
21381,['方程的解']
21382,['方程的解']
21383,['方程的解']
21384,['方程的解']
21385,['方程的解']
21386,['方程的解']
21387,['方程的解']
21388,['方程的解']
21389,['方程的解']
21390,['方程的解']
21391,['方程的解']
21392,['方程的解']
21393,['方程的解']
21394,['方程的解']
21395,['一元一次方程的识别']
21396,['一元一次方程的识别']
21397,['一元一次方程的识别']
21398,['一元一次方程的识别']
21399,['一元一次方程的识别']
21400,['一元一次方程的识别']
21401,['一元一次方程的识别']
21402,['一元一次方程的识别']
21403,['一元一次方程的识别']
21404,['一元一次方程的识别']
21405,['一元一次方程的识别']
21406,['一元一次方程的识别']
21407,['利用一元一次方程定义求参数取值']
21408,['利用一元一次方程定义求参数取值']
21409,['利用一元一次方程定义求参数取值']
21410,['利用一元一次方程定义求参数取值']
21411,['利用一元一次方程定义求参数取值']
21412,['利用一元一次方程定义求参数取值']
21413,['利用一元一次方程定义求参数取值']
21414,['利用一元一次方程定义求参数取值']
21415,['利用一元一次方程定义求参数取值']
21416,['利用一元一次方程定义求参数取值']
21417,['利用一元一次方程定义求参数取值']
21418,['利用一元一次方程定义求参数取值']
21419,['利用一元一次方程定义求参数取值']
21420,['利用一元一次方程定义求参数取值']
21421,['利用一元一次方程定义求参数取值']
21422,['利用一元一次方程定义求参数取值']
21423,['利用一元一次方程定义求参数取值']
21424,['利用一元一次方程定义求参数取值']
21425,['等式的基本性质']
21426,['移项、合并、系数化为1的']
21427,['移项、合并、系数化为1的']
21428,['移项、合并、系数化为1的']
21429,['移项、合并、系数化为1的']
21430,['移项、合并、系数化为1的']
21431,['移项、合并、系数化为1的']
21432,['移项、合并、系数化为1的']
21433,['平行线的性质']
21434,['求一个数的绝对值']
21435,['求一个数的相反数']
21436,['正负数的意义与表示']
21437,['有理数的加减混合运算']
21438,['有理数的混合运算']
21439,['合并同类项']
21440,['合并同类项']
21441,['整式加减的化简求值']
21442,['方程的解']
21443,['根据一元一次不等式的定义求参数']
21444,['利用数轴比较大小']
21445,['数轴的认识与定义']
21446,['求一个数的绝对值']
21447,['有理数的分类']
21448,['利用数轴比较大小']
21449,['数轴上点的距离']
21450,['利用数轴比较大小']
21451,['数轴上点的距离']
21452,['绝对值的非负性']
21453,['绝对值的代数意义']
21454,['求一个数的绝对值']
21455,['数轴的认识与定义']
21456,['利用数轴比较大小']
21457,['数轴上点的距离']
21458,['绝对值的非负性']
21459,['绝对值的非负性']
21460,['数轴的认识与定义']
21461,['数轴的认识与定义']
21462,['数轴的认识与定义']
21463,['数轴的认识与定义']
21464,['数轴的认识与定义']
21465,['利用数轴比较大小']
21466,['利用数轴比较大小']
21467,['利用数轴比较大小']
21468,['利用数轴比较大小']
21469,['利用数轴比较大小']
21470,['利用数轴比较大小']
21471,['数轴上点的距离']
